"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location_point1"
"50122355","LA PATRONA RESTOBAR","Bronx","502","EAST  138 STREET","10454","6462469281",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.807665641952","-73.919517604958","201","08","002500","2090988","2022650006","BX39",
"50104920","VINEAPPLE","Brooklyn","71","PINEAPPLE STREET","11201","3477991035","American","2025-03-03T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","11","A","2025-03-03T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.698218894308","-73.99313709261","302","33","000100","3001704","3002260031","BK09",
"50166112","NTS94 CORP.","Queens","9406","ROOSEVELT AVE","11372","7183108744",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.748857452716","-73.872165131964","404","21","046500","4307493","4015890092","QN29",
"50163168","EMBRIAGO CAFE LLC","Manhattan","5","RIVINGTON STREET","10002","3473068218",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.721412180037","-73.992846085294","103","01","001800","1005685","1004250019","MN27",
"50157678","CHEF CBTM BISTRO FUSION CORNER","Queens","7405","37TH RD","11372","6462090094",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.747257806124","-73.891342992097","403","25","028900",,"4","QN28",
"50104825","WENDY'S","Queens","1","MAIN TERMINAL",,"9173282791",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"0","0",,,,,"4",,
"50152723","ON THE 7","Queens","5004","VERNON BLVD","11101","7183506910",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.742576338432","-73.95410001969","402","26","000700","4448523","4000330047","QN31",
"50154567","JV US HF VANDERBILT 6 LLC","Manhattan","230","PARK AVENUE","10169","6462665642",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.75450075314","-73.975950427165","105","04","009200","1036185","1013000001","MN19",
"50169401","FOOLPROOF WHISKEY BAR","Brooklyn","476","DRIGGS AVENUE","11211","7174335749",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.718845253758","-73.95449881919","301","33","051700","3061624","3022980021","BK73",
"50166989","Ane Bar & Restaurant","Manhattan","20","MAIDEN LANE","10038","5164689918",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.709244483161","-74.009100362794","101","01","001502","1079033","1000640001","MN25",
"50164310","SMILE BURGER","Manhattan","601","WEST   26 STREET","10001","9563461204",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.750926696187","-74.005955224","104","03","009900","1012268","1006720001","MN13",
"50170515","EL REY DE OROS 1 CORP","Staten Island","150","PORT RICHMOND AVENUE","10302","6463998927",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.637434742036","-74.133778238013","501","49","020700","5025372","5010770039","SI28",
"50156168","DUNKIN' DONUTS","Queens","TERMINAL 8","JFK INTL AIRPORT","11430","6464508644",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.648312826068","-73.788281497594","483","28","071600","4000000","4142600001","QN98",
"50166710","LAOSHA BBQ INC.","Manhattan","11","EAST    7 STREET","10003","9177752308",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.728795392399","-73.990038247415","103","02","003800","1006697","1004630052","MN22",
"50164066","VINILE ITALIAN CHOPHOUSE","Manhattan","31","WEST   17 STREET","10011","6142842871",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.738410545182","-73.993392752155","105","03","005400","1087262","1008190020","MN13",
"50124033","KATHERINE MEETS TONI","Manhattan","41","WEST   35 STREET","10001","6468640111",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.749737463364","-73.985581397804","105","04","008400","1015889","1008370019","MN17",
"41608757","Great Wall","Bronx","1476","WHITE PLAINS ROAD","10462","7188288288","Chinese","2024-12-19T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2024-12-19T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Re-inspection","40.837190011171","-73.863429737423","209","18","021602","2029089","2039370075","BX46",
"50075543","FOO HING KITCHEN","Bronx","2706","3 AVENUE","10454","7186657593","Chinese","2023-10-23T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","19","B","2023-10-23T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Re-inspection","40.813670229536","-73.922169221528","201","08","004100","2000655","2023060008","BX39",
"50169253","ICAHN STADIUM","Manhattan","10","CENTRAL ROAD","10035","7043286780",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.792262304015","-73.92382673347","111","08","024000","1085645","1018190203","MN99",
"50160486","HUDSON CABIN","Manhattan","WEST","59TH STREET COLUMBUS CIRCLE","10023","6466372137",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,,,,,,,,,
"50149115","AWESUM CLOUD KITCHEN INC","Queens","4005","SKILLMAN AVE","11104","6463319993",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.747195864681","-73.923416505935","402","26","017100","4002375","4001830292","QN31",
"50140163","TRUST BAE","Manhattan","1204","BROADWAY","10001","9175281226",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.746257439365","-73.988537902579","105","04","007600","1015758","1008310019","MN17",
"50109965","74WYTHE","Brooklyn","74","WYTHE AVENUE","11249","9177909361",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.722203278171","-73.957559425785","301","33","055700","3061535","3022880018","BK73",
"50045647","WU'S WONTON KING","Manhattan","165","EAST BROADWAY","10002","2124771111","Chinese","2022-08-02T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","44",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.714055989521","-73.990007993797","103","01","000600","1003627","1002840028","MN28",
"41267566","SMITH & MILLS","Manhattan","71","NORTH MOORE STREET","10013","2122262515","American","2023-02-09T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2025-06-07T06:00:12.000","Administrative Miscellaneous / Initial Inspection","40.720083513178","-74.009845003805","101","01","003900","1002123","1001880009","MN24",
"50169447","AUTHENTICITY FOOD CORPORATION","Brooklyn","228","ALBANY AVENUE","11213","3476194880",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.672684753246","-73.939101131306","308","36","034300","3337849","3012440078","BK61",
"41395419","CITI FIELD STAND 402","Queens","000","126 ST & ROOSEVELT AVENUE",,"7185958146","American","2024-09-20T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2024-09-20T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"41541736","ASIA ROMA","Manhattan","40","MULBERRY STREET","10013","9177238102","American","2021-11-10T00:00:00.000","Establishment re-closed by DOHMH.","04M","Live roaches present in facility's food and/or non-food areas.","Critical","15",,,"2025-06-07T06:00:12.000","Cycle Inspection / Reopening Inspection","40.71483044895","-73.999614022696","103","01","002900","1001808","1001640006","MN27",
"50122820","CENTRO FAMILY PIZZA","Queens","4723","VERNON BLVD","11101","3472850197","Pizza","2023-02-14T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","37",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.744936532412","-73.953351344756","402","26","000700","4000304","4000460002","QN31",
"50169988","FGNY LLC","Manhattan","275","CANAL STREET","10013","5184079114",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.719104044324","-74.001464643668","102","01","004500","1002696","1002090035","MN24",
"50117206","Ammie Cakes Bakery","Brooklyn","177","MARCUS GARVEY BOULEVARD","11221","3479680149",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.692247175707","-73.939872917367","303","36","028100","3341754","3016010068","BK35",
"41032752","DONs BOGAM","Manhattan","1517","EAST   32 STREET",,"2126832200","Korean","2024-01-31T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","28",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50111241","EM VIETNAMESE BISTRO","Brooklyn","57","FRONT STREET","11201","9179727796","Southeast Asian","2024-12-21T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","7","A","2024-12-21T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Re-inspection","40.702552757618","-73.991217934798","302","33","002100","3329418","3000367503","BK38",
"50154915","Bouquet","Brooklyn","1073","MANHATTAN AVENUE","11222","9176045557",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.735393696135","-73.955122550467","301","33","056300","3063824","3024950047","BK76",
"50162384","ALBA'S JUICE BAR","Manhattan","57","CLINTON STREET","10002","9299206191",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.71957515002","-73.984826761061","103","01","003001","1004228","1003490025","MN27",
"50001401","CERVECCERIA HAVEMEYER","Brooklyn","149","HAVEMEYER STREET","11211","7185995799","Spanish","2024-02-23T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","13","A","2024-02-23T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Re-inspection","40.711740174946","-73.957436257964","301","34","052300","3063031","3024090035","BK73",
"41221266","THAI SON","Queens","4010","74 STREET","11373","7184766805","Southeast Asian","2022-02-15T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","43",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.746316346776","-73.891337315556","404","25","026500","4030459","4013050034","QN50",
"50168348","YUMMY 58 STREET INC.","Brooklyn","5814","7 AVENUE","11220","6462360911",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.637822519388","-74.010726385919","307","43","010200","3016146","3008570042","BK34",
"50108474","SWEET SOFI","Brooklyn","7217","3 AVENUE","11209","2037225225",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.633326627306","-74.027014109348","310","43","006600","3147327","3059080004","BK31",
"50140489","LORELEY","Manhattan","7","RIVINGTON STREET","10002","7186076932","American","2025-04-29T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","26","N",,"2025-06-07T06:00:12.000","Pre-permit (Operational) / Initial Inspection","40.721357273068","-73.992662102633","103","01","001800","1005686","1004250021","MN27",
"50164638","SB 1 AVE LLC","Manhattan","401","EAST   57 STREET","10022","3137687546",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.758166916485","-73.962582672855","106","04","010601","1040535","1013690001","MN19",
"50150884","EL POLLO/CINDY LOU'S COOKIES/MARKET BAR","Manhattan","450","WEST   33 STREET","10001","9173876803",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.753556325005","-73.998812517372","104","03","010300","1089695","1007297503","MN13",
"50072149","GINO'S PIZZA","Staten Island","1351","FOREST AVENUE","10302","7189028672","Pizza","2022-06-06T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","12","A","2022-06-06T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.625949769931","-74.134450400927","501","49","020100","5024915","5010520001","SI07",
"50168822","BURGER KING","Manhattan","313","WEST  125 STREET","10027","7187360999",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.810368016582","-73.951625512458","110","09","025700","1059313","1019520023","MN11",
"40936721","EL PAISA BAR","Queens","8705","NORTHERN BOULEVARD","11372","7184295622","Latin American","2022-03-11T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","11","A","2022-03-11T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.756066005526","-73.880554183405","403","25","033900","4034809","4014170045","QN28",
"50165996","41 JOHN AB LLC","Manhattan","41","JOHN STREET","10038","7328248529",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.709310432064","-74.008108456548","101","01","001502","1075701","1000787502","MN25",
"50171207","NOURISH CAFE INC.","Bronx","141","ALEXANDER AVENUE","10454","7183442930",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.807379764664","-73.927103784206","201","08","001900","2000000","2023090023","BX39",
"50164333","HARPREET SINGH","Queens","12710","LIBERTY AVE","11419","3472339051",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.688791066485","-73.817536625764","410","28","015802","4204702","4095810005","QN55",
"50168312","NAJIB CORP","Brooklyn","433","DEKALB AVENUE","11205","3472723103",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.690362126405","-73.960158015334","303","33","019300","3055134","3019240060","BK69",
"40362264","P & S DELI GROCERY","Manhattan","730","COLUMBUS AVENUE","10025","2129323030","American","2022-08-16T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","12","A","2022-08-16T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Re-inspection","40.792620635885","-73.96770961573","107","07","018100","1082743","1012260029","MN12",
"50086382","IL POSTO","Brooklyn","7409","AVENUE U","11234","7182414317","Italian","2022-10-03T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","25",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.621320536265","-73.905154282084","318","46","069602","3237484","3084150006","BK45",
"50115198","SO GONG DONG KOREAN BBQ","Manhattan","350","3 AVENUE","10010","7185518343","Korean","2023-10-26T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","63",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.740476123362","-73.981956708043","106","02","006800","1018114","1008810045","MN21",
"50082813","WOK 88","Manhattan","1570","3 AVENUE","10128","2128288688","Chinese","2023-04-26T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","57",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.780272378789","-73.952932914281","108","05","014802","1048085","1015170034","MN40",
"50044312","CHINA LONG","Brooklyn","197","NEPTUNE AVENUE","11235","7183325807","Chinese","2022-10-27T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","2022-10-27T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.581814389363","-73.960626225807","313","48","036600","3196513","3072640018","BK19",
"50043301","LANDIN MACARONI & CHEESE","Bronx","701","MELROSE AVENUE","10455","3477264217","Mexican","2024-06-18T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","19",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.819899225962","-73.916037901298","201","17","006700","2001719","2024010022","BX34",
"40617736","BOTTINO","Manhattan","248","10 AVENUE","10001","2122066766","Italian","2022-09-16T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2022-09-16T00:00:00.000","2025-06-07T06:00:15.000","Cycle Inspection / Re-inspection","40.748601985022","-74.003493609025","104","03","009300","1012783","1007220004","MN13",
"40978159","CANDLE 79","Manhattan","154","EAST   79 STREET","10075","2125377179","Vegan","2017-10-04T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","7","A","2017-10-04T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.774771288771","-73.958486193519","108","04","014000","1043255","1014130051","MN40",
"41474224","TIBERIAS","Manhattan","45","EAST   34 STREET","10016","2124814222","Jewish/Kosher","2022-04-27T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","5","A","2022-04-27T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Re-inspection","40.747565925828","-73.982481700855","106","04","007400","1017099","1008640027","MN17",
"50168919","THE SANDWICH SHOP","Brooklyn","658A","GRAND STREET","11211","3478326857",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.71141428728","-73.946139093903","301","34","050300","3331617","3027870019","BK90",
"50149510","DBA PARADISE SPORTS BAR","Queens","9715","37TH AVE","11368","9293286050",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.751852000424","-73.869733926477","403","21","040900","4435630","4017380029","QN26",
"50168690","DECK LIVINGSTON-268, LLC","Brooklyn","268","LIVINGSTON STREET","11201","5087686200",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.688872008517","-73.983834952925","302","33","003700","3329446","3001650029","BK38",
"50161643","MINT BAY RESTAURANT INC","Brooklyn","7508","3 AVENUE","11209","3472958114",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.631311754034","-74.027859932852","310","43","006600","3148680","3059390041","BK31",
"50152158","SOURAJI","Manhattan","23","AVENUE B","10009","6467048507",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.72225931358","-73.983253204248","103","02","002202","1082473","1003850002","MN28",
"50141237","MANGIA FRESCO","Queens","6530","KISSENA BLVD","11367","9177741787",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.736699315322","-73.814702189285","408","24","080900","4141870","4065170001","QN37",
"50170337","YUE XIANG JU INC","Brooklyn","7617","NEW UTRECHT AVENUE","11214","9545164169",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.614733901943","-74.000234119248","311","38","026400","3160796","3062360053","BK28",
"50129375","EMPANADA MAMA","Manhattan","239","1 AVENUE","10003","6465890226","Latin American","2024-05-18T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2025-06-07T06:00:12.000","Inter-Agency Task Force / Initial Inspection","40.731566669381","-73.982280257293","106","02","004800","1082155","1009210027","MN21",
"50170388","NORTHERN DUMPLING HOUSE","Queens","8305","BROADWAY","11373",,,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.740999294431","-73.879881212866","404","25","047100","4039440","4015800012","QN29",
"50163920","DEJA VU","Queens","180-25","LINDEN BOULEVARD","11434","5164017609",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.692144768472","-73.765935758636","412","27","042400","4220010","4103150112","QN08",
"50117444","OHKDOG LES INC","Manhattan","1802","65TH ST TRANSVERSE",,"7185781195",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"0","0",,,,,"1",,
"50171267","FAT CAT FLATBREAD 2 INC","Queens","2717","42ND RD","11101","9178559486",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.749305637098","-73.940304844559","402","26","001900","4539113","4004227501","QN31",
"50164049","1251 FOOD LLC","Manhattan","1251","AVENUE OF THE AMERICAS","10020","2128987777",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.759637082526","-73.980626737424","105","04","012500","1022706","1010027501","MN17",
"50160472","Champagne Problems","Manhattan","207","BOWERY","10002","6463867733",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.721357330249","-73.993618121706","103","01","001800","1005681","1004250013","MN27",
"50158484","SWEETSPOT GARDEN","Brooklyn","2337","CONEY ISLAND AVENUE","11223","3473220392",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.599845130329","-73.961296146415","315","48","058200","3197908","3073150073","BK25",
"50164479","BATTERY PARK BY SUNRISE","Manhattan","455","NORTH END AVENUE","10282","2127912500",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.717376719719","-74.014166271112","101","01","031703","1085815","1000160205","MN25",
"50082474","ETC","Manhattan","341","5 AVENUE","10016","6464100288","Fusion","2024-01-30T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","23",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.748016403743","-73.984849130842","105","04","007400","1017075","1008630004","MN17",
"50150894","SUSHI MASU","Manhattan","286","COLUMBUS AVENUE","10023","6465750428",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.778355868701","-73.978111820544","107","06","015700","1030017","1011450033","MN14",
"50007472","SUBWAY","Manhattan","2165","FREDERICK DOUGLASS BOULEVARD",,"2122223748","Sandwiches","2025-05-30T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","9","A","2025-05-30T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50167753","SUKIYA L INC","Queens","2552","FRANCIS LEWIS BLVD","11358","4029755839",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.773536399656","-73.796622785107","407","19","114100","4111259","4049150016","QN51",
"50149179","BLUE COLLAR","Brooklyn","704","MANHATTAN AVENUE","11222","7184182326",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.725747286544","-73.951907254139","301","33","056100","3065649","3026200037","BK76",
"50168587","FUZHOU SNACK BAR, INC.","Queens","5735","MAIN ST","11355","9179705666",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.745802231759","-73.826026938659","407","20","079900","4140068","4064010002","QN62",
"50106139","CLAUDIO","Manhattan","295","7 AVENUE","10001","9174095777",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.746408814357","-73.993951347904","105","03","009500","1015059","1008020079","MN17",
"41487847","TASTE OF ITALY PIZZERIA","Queens","3160","46TH STREET","11103","7182045427","Pizza","2023-05-11T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","16",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.757627131993","-73.91348169613","401","22","015300","4012563","4007110135","QN70",
"50123597","VYBES CUISINE","Bronx","1296","EAST GUN HILL ROAD","10469","7187088559","Caribbean","2024-05-16T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","19",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.871821602783","-73.849079465719","211","12","034800","2056078","2045880055","BX31",
"50165384","BLAZE BBQ & HIBACHI INC","Manhattan","109","ELDRIDGE STREET","10002","6466789608",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.718118402653","-73.99199508361","103","01","001800","1005573","1004180047","MN27",
"50104958","ONE MORE CHARM","Brooklyn","236","7 AVENUE","11215","9292502052","Thai","2024-08-29T00:00:00.000","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","10","A","2024-08-29T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Re-inspection","40.669770366079","-73.979185779977","306","39","015500","3021288","3009860042","BK37",
"50169241","MERIS BAKESHOP","Queens","2314","DITMARS BLVD","11105","3474595720",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.779611511626","-73.915651991867","401","22","010100","4019443","4008770033","QN72",
"41515681","KEE WANG RESTAURANT","Bronx","2129","VALENTINE AVENUE","10457","7183647995","Chinese","2023-07-05T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","39",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.853646251482","-73.899515153395","205","15","038100","2013538","2031490096","BX41",
"50072298","KRISPY KRUNCHY CHICKEN","Brooklyn","50","HOYT STREET","11201","7185220888","Chicken","2023-12-18T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","23",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.689108356439","-73.986102986167","302","33","003700","3000493","3001640041","BK38",
"41658672","XING HUI LINDA KITCHEN","Bronx","4006","EAST TREMONT AVENUE","10465","7189316700","Chinese","2024-05-20T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","12","A","2024-05-20T00:00:00.000","2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.820205571575","-73.817937256995","210","13","013200","2080456","2055760086","BX52",
"50001285","Y & B ENTERTAINMENT MANOR","Queens","3509","PRINCE STRRET",,"7188881778","Korean","2018-06-24T00:00:00.000","Violations were cited in the following area(s).","15F1","Ashtrays in smoke-free area","Not Applicable",,,,"2025-06-07T06:00:12.000","Smoke-Free Air Act / Initial Inspection","0","0",,,,,"4",,
"41643852","VSPOT","Brooklyn","156","5 AVENUE","11217","7188854941","Vegan","2023-02-16T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","28",,,"2025-06-07T06:00:12.000","Cycle Inspection / Initial Inspection","40.678015709863","-73.979381486254","306","39","013100","3019360","3009460049","BK37",
"50119663","MOMO ASHI","Queens","14705","45TH AVE","11355","5186573505","Coffee/Tea","2023-05-09T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","57",,,"2025-06-07T06:00:12.000","Pre-permit (Operational) / Initial Inspection","40.755526153094","-73.814996126083","407","20","118900","4121969","4054060047","QN52",
"50164030","HOME MADE SOUP INC","Queens","3907","PRINCE ST","11354","6463224479",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.759535331184","-73.832253763433","407","20","087100","4112321","4049767501","QN22",
"50168078","GNOCCHI ON 9TH","Manhattan","1456","2 AVENUE","10075","2012745976",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-06-07T06:00:18.000",,"40.771471318298","-73.956397868906","108","05","013400","1045159","1014510001","MN31",
